NEGERI,SURAU,ALAMAT,POSKOD,DAERAH,NO. TELEFON,NO. FAKSIMILI
W.P. PUTRAJAYA,SURAU AL-MIZAN,"FASA 4A JALAN P8/B, PRESINT 8
62675, PUTRAJAYA.",62675,WILAYAH PERSEKUTUAN PUTRAJAYA,0192717135,0322731575
W.P. PUTRAJAYA,SURAU AL-FURQAN,"JALAN P11 A5/8, PRESINT 11, 
PUTRAJAYA.",63000,WILAYAH PERSEKUTUAN PUTRAJAYA,0192233756,0388842701
W.P. PUTRAJAYA,SURAU AR-RAHMAN,"JALAN P16D, 
PRESINT 16, PUTRAJAYA.",62250,WILAYAH PERSEKUTUAN PUTRAJAYA,0388889200,0388889200
W.P. PUTRAJAYA,SURAU AL-MUHAJIRIN,"JALAN P9G1 PRESINT 9,
PUTRAJAYA.",62250,WILAYAH PERSEKUTUAN PUTRAJAYA,0122304030,0388842701
W.P. PUTRAJAYA,SURAU PUTRA AL-AMIN,"KUARTERS KEDIAMAN KERAJAAN, FASA 4C, 
PRESINT 8, PUTRAJAYA.",62250,WILAYAH PERSEKUTUAN PUTRAJAYA,0193951481,0388842700
W.P. PUTRAJAYA,SURAU AL-MUNAWWARAH,"KUARTERS KERAJAAN PARCEL 5R3
PRESINT 5, PUTRAJAYA.",62200,WILAYAH PERSEKUTUAN PUTRAJAYA,0136920284,0388842701
W.P. PUTRAJAYA,SURAU AR-RAHIM,"LOT PT10786, JALAN P15H 1/3, 
PRESINT 15, PUTRAJAYA.",62050,WILAYAH PERSEKUTUAN PUTRAJAYA,0193385637,0388842701
W.P. PUTRAJAYA,SURAU AL-MUTTAQIN,"NO.1 JALAN P5A PARCEL 5R6,
PRESINT 5, WP PUTRAJAYA",62200,WILAYAH PERSEKUTUAN PUTRAJAYA,0166345778,0388842701
W.P. PUTRAJAYA,SURAU AL-IMAN,"NO.54, JALAN P9B1/4,
PRESINT 9, PUTRAJAYA.",62250,WILAYAH PERSEKUTUAN PUTRAJAYA,0122902641,0388842701
W.P. PUTRAJAYA,SURAU AL-MANAR,"NO.8, JALAN P14A 1/2, PRESINT 14, 
PUTRAJAYA.",62050,WILAYAH PERSEKUTUAN PUTRAJAYA,0172074144,0388842701
W.P. PUTRAJAYA,SURAU SEKOLAH SULTAN ALAM SHAH,"SEKOLAH ALAM SHAH, PARCEL G,PRESINT 1
PUTRAJAYA.",62520,WILAYAH PERSEKUTUAN PUTRAJAYA,0388883763,0388883614
W.P. PUTRAJAYA,SURAU AL-SYAKIRIN,"SEKOLAH MENENGAH KEBANGSAAN PUTRAJAYA PRESINT 14 (1),
NO. 1A JALAN P14, PUTRAJAYA.",62300,WILAYAH PERSEKUTUAN PUTRAJAYA,0340479444,0340449444
W.P. PUTRAJAYA,SURAU AN-NAJAH,"SEKOLAH RENDAH AGAMA AN-NAJAH
JALAN P9A, 
PRESINT 9, PUTRAJAYA.",62250,WILAYAH PERSEKUTUAN PUTRAJAYA,0193542980,088842701
W.P. PUTRAJAYA,SURAU MAHMOODIAH,"SRA PRESINT 18,JALAN P18C,PRESINT 18,62100 PUTRAJAYA.",62100,WILAYAH PERSEKUTUAN PUTRAJAYA,0192987981,0388842701
W.P. LABUAN,SURAU AL-HIKMAH,"BAHAGIAN HAL EHWAL ISLAM & MASJID
KAMPUS ANTARABANGSA LABUAN
JALAN JSG. PAGAR UMS-KAL
87000 W.P. LABUAN",87000,WILAYAH PERSEKUTUAN LABUAN,013-6848721,Tiada maklumat
W.P. LABUAN,SURAU UWAIS AL QARNI,"JALAN TANJUNG KUBONG
KG.PANTAI",87000,WILAYAH PERSEKUTUAN LABUAN,0111-6039091,Tiada maklumat
W.P. LABUAN,SURAU KHALID AL WALID,KAMPUNG BATU MANIKAR,87000,WILAYAH PERSEKUTUAN LABUAN,016-8396229,Tiada maklumat
W.P. LABUAN,SURAU AR-RAUDHAH,KAMPUNG BUKIT KUDA,87000,WILAYAH PERSEKUTUAN LABUAN,0168045260,Tiada maklumat
W.P. LABUAN,SURAU AL-HIJRAH,KAMPUNG SUNGAI MIRI,87000,WILAYAH PERSEKUTUAN LABUAN,019-8416564,Tiada maklumat
W.P. LABUAN,SURAU BAITUL MAKMUR,"KG. DURIAN TUNJONG
PETI SURAT 81416",87024,WILAYAH PERSEKUTUAN LABUAN,016-8404252,Tiada maklumat
W.P. LABUAN,SURAU AL-MUNAWWARAH,KG.PATAU-PATAU 1,87000,WILAYAH PERSEKUTUAN LABUAN,0138800704,Tiada maklumat
W.P. LABUAN,SURAU AN-NUR RAHIM,KG.SUNGAI BUTON,87000,WILAYAH PERSEKUTUAN LABUAN,017-8640223,Tiada maklumat
W.P. LABUAN,SURAU AL-IRFAN,"KOLEJ MATRIKULASI LABUAN
KEMENTERIAN PENDIDIKAN MALAYSIA
JALAN OKK DAUD MERINDING 
PETI SURAT 81735",87027,WILAYAH PERSEKUTUAN LABUAN,0195279608,087-466500
W.P. LABUAN,SURAU AS-SAADAH,PANGKALAN UDARA LABUAN,87009,WILAYAH PERSEKUTUAN LABUAN,0199562492,Tiada maklumat
W.P. LABUAN,SURAU NUR HIDAYAH,"PERUMAHAN KOS RENDAH BATU ARANG,
TAMAN RANCHA-RANCHA 2",87000,WILAYAH PERSEKUTUAN LABUAN,01112651953,Tiada maklumat
W.P. LABUAN,SURAU AT TAQWA,"PETRONAS METHANOL LABUAN
PETI SURAT 80079",87010,WILAYAH PERSEKUTUAN LABUAN,019-8503415,Tiada maklumat
W.P. LABUAN,SURAU DARUS SALAM,"PP 0222 
KG PATAU-PATAU NO 2",87000,WILAYAH PERSEKUTUAN LABUAN,016-8246193,Tiada maklumat
W.P. LABUAN,SURAU NURUL ISLAM,"PUSAT BANDAR
JALAN MERDEKA",87000,WILAYAH PERSEKUTUAN LABUAN,019-8821122,Tiada maklumat
W.P. LABUAN,SURAU AL-UBUDIYYAH,"TAMAN PERUMAHAN KAKITANGAN AWAM
JALAN BUKIT KUDA ",87000,WILAYAH PERSEKUTUAN LABUAN,0123061551,Tiada maklumat
W.P. KUALA LUMPUR,SURAU TABUNG HAJI,201 JALAN TUN RAZAK,50400,ZON 3,03-20542166,03-21640121
W.P. KUALA LUMPUR,SURAU NURUL HIDAYAH,3016 JALAN 7/116B KUCHAI ENTERPRENEURS PARK OFF JALAN KLANG LAMA,58200,ZON 5,Tiada maklumat,Tiada maklumat
W.P. KUALA LUMPUR,SURAU SILATURRAHIM,"4-0-2,                                       
PPR JALAN LAPANGAN TERBANG LAMA,",57100,ZON 3,Tiada maklumat,Tiada maklumat
W.P. KUALA LUMPUR,SURAU AS-SOBIRIN,"A-06-14 PPR RAYA PERMAI
JALAN SUNGAI BESI
",57100,ZON 5,Tiada maklumat,Tiada maklumat
W.P. KUALA LUMPUR,MADRASAH NURUL HUDA,"APARTMENT HJ ABDULLAH HUKUM
JALAN BANGSAR
",59200,ZON 6,Tiada maklumat,Tiada maklumat
W.P. KUALA LUMPUR,SURAU DARUL JALIL,"APARTMENT SRI RAKYAT, JALAN 14/155 C, BANDAR BUKIT JALIL",57000,ZON 5,Tiada maklumat,Tiada maklumat
W.P. KUALA LUMPUR,SURAU WAKAF AHMAD DAWJEE DADABHOY,"ARAS B1, MENARA BANK ISLAM
NO.22, JALAN PERAK
",50450,ZON 3,Tiada maklumat,Tiada maklumat
W.P. KUALA LUMPUR,SURAU IHSANIAH,"BLOK 4 KONDO RAKYAT, 
DESA PANTAI HILL PARK,",59200,ZON 6,Tiada maklumat,Tiada maklumat
W.P. KUALA LUMPUR,SURAU NUR AL-ABBAS AL-HABSHEE,"BLOK A TINGKAT BAWAH
PPR COCHRANE 2
JALAN PEEL",57100,ZON 3,Tiada maklumat,Tiada maklumat
W.P. KUALA LUMPUR,SURAU AL-HUSNA,"BLOK F, PPR SERI SEMARAK
JALAN AIR KEROH, SETAPAK
",53200,ZON 4,Tiada maklumat,Tiada maklumat
W.P. KUALA LUMPUR,MADRASAH NURUL ISLAM,"DESA PAHLAWAN JAYA, BATU 4, JALAN AMPANG",55000,ZON 3,03-92820494,Tiada maklumat
W.P. KUALA LUMPUR,SURAU MUHAJIRIN,"DESA REJANG, PERUMAHAN AWAM DBKL DESA REJANG, PERSIARAN REJANG, SETAPAK",53300,ZON 4,Tiada maklumat,Tiada maklumat
W.P. KUALA LUMPUR,SURAU AL-HUKAMA,"DEWAN BAHASA DAN PUSTAKA, PETI SURAT 10803",50928,ZON 3,019-2858575,03-21481373
W.P. KUALA LUMPUR,MADRASAH ISLAMIAH HKL,"HOSPITAL BESAR KUALA LUMPUR, KUALA LUMPUR",50586,ZON 3,03-42951870,Tiada maklumat
W.P. KUALA LUMPUR,SURAU IBNU SINA,"HOSPITAL UKM JALAN YAACOB LATIF, BANDAR TUN RAZAK, CHERAS",56000,ZON 5,Tiada maklumat,Tiada maklumat
W.P. KUALA LUMPUR,SURAU IPD DANG WANGI,"IBU PEJABAT POLIS DAERAH
JALAN DANG WANGI

",50100,ZON 3,Tiada maklumat,Tiada maklumat
W.P. KUALA LUMPUR,SURAU IJN,INSTITUT JANTUNG NEGARA,Tiada maklumat,ZON 3,Tiada maklumat,Tiada maklumat
W.P. KUALA LUMPUR,SURAU AT-TAQWA (IPGM),"INSTITUT PERGURUAN BAHASA MELAYU
MALAYSIA,
JALAN PANTAI BARU",59200,ZON 6,Tiada maklumat,Tiada maklumat
W.P. KUALA LUMPUR,SURAU AL-SYAKIRIN,"INSTITUT PERGURUAN TEKNIK, CHERAS",56100,ZON 5,Tiada maklumat,Tiada maklumat
W.P. KUALA LUMPUR,SURAU AR-RAUDHAH,"INSTITUT TADBIRAN AWAM NEGARA (INTAN),
JALAN BUKIT KIARA,",50480,ZON 6,Tiada maklumat,Tiada maklumat
W.P. KUALA LUMPUR,SURAU AS-SODIQIN,"JALAN 2/92B TAMAN KOBENA, CHERAS",56100,ZON 3,Tiada maklumat,Tiada maklumat
W.P. KUALA LUMPUR,SURAU AL-SYAKIRIN,"JALAN 30/56, KERAMAT WANGSA",54200,ZON 4,Tiada maklumat,Tiada maklumat
W.P. KUALA LUMPUR,SURAU TENAGA NASIONAL,JALAN BANGSAR,59200,ZON 6,Tiada maklumat,Tiada maklumat
W.P. KUALA LUMPUR,MADRASATUL EHSAN,"JALAN GOH BON
TAMAN TAYTON VIEW",56000,ZON 5,Tiada maklumat,Tiada maklumat
W.P. KUALA LUMPUR,SURAU AL-AMIN,"JALAN IKHLAS 7
BANDAR TUN RAZAK
",56000,ZON 5,Tiada maklumat,Tiada maklumat
W.P. KUALA LUMPUR,SURAU AR-RAHMAN PWTC,JALAN IPOH KUALA LUMPUR,Tiada maklumat,ZON 3,Tiada maklumat,Tiada maklumat
W.P. KUALA LUMPUR,SURAU ISTANA NEGARA,JALAN ISTANA NEGARA,50500,ZON 6,Tiada maklumat,Tiada maklumat
W.P. KUALA LUMPUR,SURAU AT-TAQWA,"JALAN JERJAK, TAMAN SETAPAK",53000,ZON 2,Tiada maklumat,Tiada maklumat
W.P. KUALA LUMPUR,MADRASATUL ISLAMIAH,"JALAN KUARI, KG. CHERAS BARU,",56100,ZON 3,012-6532099,Tiada maklumat
W.P. KUALA LUMPUR,SURAU INSTITUT LATIHAN PERINDUSTRIAN,JALAN KUCHAI LAMA,58200,ZON 5,Tiada maklumat,Tiada maklumat
W.P. KUALA LUMPUR,SURAU BUNGA RAYA,"JALAN MALINJA 1, TAMAN BUNGA RAYA, SETAPAK",53000,ZON 4,Tiada maklumat,Tiada maklumat
W.P. KUALA LUMPUR,SURAU RAJAIYAH,"JALAN RAJA UDA, KG. BARU",50300,ZON 3,019-3473749,Tiada maklumat
W.P. KUALA LUMPUR,SURAU TAMAN SETAPAK JAYA,"JALAN REJANG 4, TAMAN SETAPAK JAYA",53300,ZON 4,Tiada maklumat,Tiada maklumat
W.P. KUALA LUMPUR,SURAU BALAI ISLAM,"JALAN TUN RAZAK,",50400,ZON 4,Tiada maklumat,Tiada maklumat
W.P. KUALA LUMPUR,SURAU AL-MUSLIHIN,"JALAN1/108C
TAMAN SUNGAI BESI",57100,ZON 5,Tiada maklumat,Tiada maklumat
W.P. KUALA LUMPUR,SURAU ISTAC,"KAMPUS INSTITUT ANTARABANGSA PEMIKIRAN DAN TAMADUN ISLAM,
UNIVERSITI ISLAM ANTARABANGSA MALAYSIA,
NO 24 PERSIARAN DUTA,
OFF JALAN DUTA,",50480,ZON 6,Tiada maklumat,Tiada maklumat
W.P. KUALA LUMPUR,SURAU SALMAN AL-FARISI,"KEM BATU KENTOMEN, KG BATU, JALAN IPOH",50634,ZON 1,03-6253384/3391,03-62506902
W.P. KUALA LUMPUR,MADRASAH NAHDATUL DINIAH,"KG. MALAYSIA TAMBAHAN, JALAN 3/41 SG. BESI",57100,ZON 5,Tiada maklumat,Tiada maklumat
W.P. KUALA LUMPUR,MADRASATUL ASLAHIYAH,KG.KENANGA JALAN SANPENG,55200,ZON 3,Tiada maklumat,Tiada maklumat
W.P. KUALA LUMPUR,MADRASAH AS-SYUKRIAH,KG.PASIR BARU PETALING,58200,ZON 5,Tiada maklumat,Tiada maklumat
W.P. KUALA LUMPUR,SURAU AL-MUKMIN,"KOMPLEKS PERUMAHAN DESA PASIFIK
JALAN NO. 6, AMPANG KIRI",55000,ZON 4,Tiada maklumat,Tiada maklumat
W.P. KUALA LUMPUR,MADRASAH BUSTANUL ULUM,"KUARTERS JABATAN PERTANIAN,
JALAN SULTAN SALAHUDDIN,",50480,ZON 6,Tiada maklumat,Tiada maklumat
W.P. KUALA LUMPUR,SURAU MEDAN IDAMAN,"LOT 18, JALAN 13/12 D
MEDAN IDAMAN
KUALA LUMPUR",53100,ZON 2,Tiada maklumat,Tiada maklumat
W.P. KUALA LUMPUR,MADRASATUL AMALIAH,"LOT 2 B, JALAN 15, KAMPUNG CHERAS BARU",56100,ZON 3,012-3613943,Tiada maklumat
W.P. KUALA LUMPUR,SURAU AL-KHIR,"LOT 28188, JALAN 36/10, TAMAN KOPERASI POLIS FASA II KUALA LUMPUR",68100,ZON 1,Tiada maklumat,Tiada maklumat
W.P. KUALA LUMPUR,SURAU HARTAMAS,"LOT 51012 JALAN HARTAMAS 4,
SRI HARTAMAS",50480,ZON 6,Tiada maklumat,Tiada maklumat
W.P. KUALA LUMPUR,MADRASATUL GOUTHIYYAH,"LOT 627, KG.KHATIJAH BRICKFIELDS
JLN SULTAN ABDUL SAMAD
",50470,ZON 6,Tiada maklumat,Tiada maklumat
W.P. KUALA LUMPUR,SURAU IBADURRAHMAN,"LOT PT 8, PPR KAMPUNG LIMAU
96-05-17 PPR KG. LIMAU 
JLN. PANTAI DALAM
",59200,ZON 6,Tiada maklumat,Tiada maklumat
W.P. KUALA LUMPUR,SURAU AL-FAIZIN (MSN),"MAJLIS SUKAN NEGARA BUKIT JALIL, KUALA LUMPUR",57000,ZON 5,Tiada maklumat,Tiada maklumat
W.P. KUALA LUMPUR,SURAU AL-GHAZALI,"MAKTAB TENTERA DIRAJA KEM PERDANA SUNGAI BESI, KUALA LUMPUR",57000,ZON 5,Tiada maklumat,Tiada maklumat
W.P. KUALA LUMPUR,SURAU AL-BARAKAH,"MENARA KEMBAR BANK RAKYAT,
JALAN TRAVERS",59200,ZON 6,Tiada maklumat,Tiada maklumat
W.P. KUALA LUMPUR,SURAU MENARA TELEKOM,"MENARA TELEKOM, JALAN PANTAI BARU",50672,ZON 6,Tiada maklumat,Tiada maklumat
W.P. KUALA LUMPUR,SURAU AL-HIJRAH,"NO. 1, PPR PANTAI RIA,
JALAN PANTAI DALAM,
OFF JALAN KG. PASIR
",59200,ZON 6,Tiada maklumat,Tiada maklumat
W.P. KUALA LUMPUR,MADRASATUL ITTIFAQIYAH,"NO. 23 JALAN KERAMAT HUJUNG, DATUK KERAMAT",54000,ZON 4,Tiada maklumat,Tiada maklumat
W.P. KUALA LUMPUR,MADRASAH ISLAHIDDINIAH,"NO. 30 JALAN ANTOI
JALAN KEPONG BARU
KUALA LUMPUR",52100,ZON 1,Tiada maklumat,Tiada maklumat
W.P. KUALA LUMPUR,SURAU NUR IMAN,"NO. 6672 QUARTERS JKR SALAK SELATAN                         
BT 4 1/2 JALAN SG BESI 
",57100,ZON 3,Tiada maklumat,Tiada maklumat
W.P. KUALA LUMPUR,SURAU AL-FALAH,"OFF JALAN 3/23B DANAU KOTA
KUALA LUMPUR",53300,ZON 2,Tiada maklumat,Tiada maklumat
W.P. KUALA LUMPUR,SURAU AL-HIKMAH,"PPR BERINGIN
JINJANG UTARA
KUALA LUMPUR",52000,ZON 1,Tiada maklumat,Tiada maklumat
W.P. KUALA LUMPUR,SURAU AL-HIJRAH,"PPR INTAN BAIDURI
JALAN INTAN BAIDURI
KEPONG UTARA
KULA LUMPUR",52100,ZON 1,Tiada maklumat,Tiada maklumat
W.P. KUALA LUMPUR,SURAU NUR ASY-SYAKIRIN,"PPR KG. MUHIBBAH, JALAN PUCHONG MUHIBBAH, KUALA LUMPUR",58200,ZON 5,Tiada maklumat,Tiada maklumat
W.P. KUALA LUMPUR,SURAU AD-DEENIAH,"PUSAT PERUBATAN UNIVERSITI MALAYA,
LEMBAH PANTAI,",59100,ZON 6,03-79494422,03-79562253
W.P. KUALA LUMPUR,MADRASAH NURUL YAKIN,"PUSAT SERENTI, JALAN SUNGAI BESI",57100,ZON 5,Tiada maklumat,Tiada maklumat
W.P. KUALA LUMPUR,SURAU JABAL NUR,"SEKOLAH TUNAS BAKTI
SG. BESI",57100,ZON 5,Tiada maklumat,Tiada maklumat
W.P. KUALA LUMPUR,MADRASAH AS-SAADAH,"SEKSYEN 1, WANGSA MAJU, SETAPAK",53300,ZON 4,Tiada maklumat,Tiada maklumat
W.P. KUALA LUMPUR,SURAU DARUL HUDA,SEKSYEN 10 WANGSA MAJU,53300,ZON 4,Tiada maklumat,Tiada maklumat
W.P. KUALA LUMPUR,SURAU AT-TAQWA,"SENTUL, BLOK24-0-7 JALAN DATO' SENU 26, TAMAN SENTUL UTAMA",51000,ZON 2,0193593274,Tiada maklumat
W.P. KUALA LUMPUR,SURAU MUQARRABIN,"SMK SEGAMBUT JAYA, SEGAMBUT
KUALA LUMPUR",51200,ZON 1,Tiada maklumat,Tiada maklumat
W.P. KUALA LUMPUR,SURAU KHADIJAH AL-KHUWAILID,"SMK SERI BINTANG UTARA
3/9 1 TAMAN SHAMELIN PERKASA CHERAS",56100,ZON 3,03-92837924,Tiada maklumat
W.P. KUALA LUMPUR,SURAU AN-NAIM,"SURAU AN-NAIM
101 JALAN 11/27A
SEKSYEN 5 WANGSA MAJU
",533000,ZON 4,Tiada maklumat,Tiada maklumat
W.P. KUALA LUMPUR,SURAU AT-TAQWA,"SURAU PPR BLOK B 
KAMPUNG BARU AIR PANAS",53300,ZON 4,Tiada maklumat,Tiada maklumat
W.P. KUALA LUMPUR,SURAU AL-MUBARAKAH,"TAMAN BUKIT CHERAS,
CHERAS",56000,ZON 5,Tiada maklumat,Tiada maklumat
W.P. KUALA LUMPUR,MADRASAH RAUDHATUL MUTTAQIN,"TAMAN DATO SENU
JALAN SENTUL
KUALA LUMPUR",51000,ZON 2,0193566107,Tiada maklumat
W.P. KUALA LUMPUR,MADRASAH IKHTISAMIAH,"TAMAN MELATI, GOMBAK,",53100,ZON 2,Tiada maklumat,Tiada maklumat
W.P. KUALA LUMPUR,MADRASAH AL-KHAIRIAH,TAMAN SALAK JAYA,57100,ZON 5,Tiada maklumat,Tiada maklumat
W.P. KUALA LUMPUR,SURAU AL-HIDAYAH,"TINGKAT 1,HENTIAN PUDU RAYA,
JALAN PUDU,",55100,ZON 3,Tiada maklumat,Tiada maklumat
W.P. KUALA LUMPUR,SURAU AL-INSAF (MENARA MAYBANK),"TINGKAT 11, MENARA MAYBANK,
BUKIT MAHKAMAH,
NO. 100, JALAN TUN PERAK,
P.O. BOX 12010,",50936,ZON 3,Tiada maklumat,Tiada maklumat
W.P. KUALA LUMPUR,SURAU AS-SAKINAH (SURAU JUMAAT),"TINGKAT 2, MENARA BUMIPUTRA
N0 21, JALAN MELAKA,

(NO PENDAFTARAN: JAWI.K.Z3/M019/SB00449(2017)",50100,ZON 3,Tiada maklumat,Tiada maklumat
W.P. KUALA LUMPUR,SURAU AN-NUR,"TINGKAT 6, TOWER 1
RHB CENTER
JALAN TUN RAZAK

NO PENDAFTARAN: JAWI.K.(Z3)/005/1/13",50450,ZON 3,Tiada maklumat,Tiada maklumat
W.P. KUALA LUMPUR,SURAU AL-HIDAYAH,"TINGKAT BAWAH BLOK A
PPR TAMAN WAHYU 2
OFF JALAN SIBU, JALAN IPOH
KUALA LUMPUR",51200,ZON 1,Tiada maklumat,Tiada maklumat
W.P. KUALA LUMPUR,SURAU MUHAMMAD AL FATEH (SURAU AL-JAZAARI),"UNIT PERTAHANAN NASIONAL 
MALAYSIA, KEM SUNGAI BESI
",57000,ZON 5,Tiada maklumat,Tiada maklumat
W.P. KUALA LUMPUR,SURAU AKADEMI PENGAJIAN ISLAM,UNIVERSITI MALAYA,59000,ZON 6,03-79676010,03-79676143
SELANGOR,SURAU SILATULRAHIM,"BATU 11, GOMBAK UTARA,
53100 KUALA LUMPUR",Tiada maklumat,GOMBAK,Tiada maklumat,Tiada maklumat
SELANGOR,SURAU AL-MUTTAQIN,"DESA MAS LOT 31708,
JALAN BANDAR COUNTRY HOMES,
48000 RAWANG,
SELANGOR DARUL EHSAN.",48000,GOMBAK,Tiada maklumat,Tiada maklumat
SELANGOR,SURAU AT-TARBIAH,"FASA 4, TAMAN MELAWATI,
53100 KUALA LUMPUR",53100,GOMBAK,Tiada maklumat,Tiada maklumat
SELANGOR,SURAU NUR AS-SOBIRIN,"JALAN 3/16, BTP 2, BANDAR TASIK PUTERI,
48020 RAWANG, 
SELANGOR ",48020,GOMBAK,Tiada maklumat,Tiada maklumat
SELANGOR,SURAU MASJID LAMA AL-HIDAYAH,"JALA MELAWATI 5, TAMAN MELAWATI,
HULU KLANG,
53100 KUALA LUMPUR
",53100,GOMBAK,Tiada maklumat,Tiada maklumat
SELANGOR,SURAU AL-IKHWAN,"JALAN PELANGI 8, TAMAN PELANGI,
48000 RAWANG, 
SELANGOR 
",48000,GOMBAK,Tiada maklumat,Tiada maklumat
SELANGOR,SURAU TAMAN PERMATA,"JALAN PERMATA 4, 
TAMAN PERMATA,HULU KLANG, 
53300 KUALA LUMPUR
",53300,GOMBAK,Tiada maklumat,Tiada maklumat
SELANGOR,MADRASAH AS-SIDDIQIN,"JALAN PUTERI 7/1,
BANDAR TASIK PUTERI,
48020 RAWANG, SELANGOR
",48020,GOMBAK,Tiada maklumat,Tiada maklumat
SELANGOR,SURAU NUR IKHWAN,"
JALAN RP 4/5, 
TAMAN RAWANG PERDANA,
48000 RAWANG, SELANGOR
",48000,GOMBAK,Tiada maklumat,Tiada maklumat
SELANGOR,SURAU AL-HUSNA,"
JALAN SELASEH 7, 
TAMAN SELASEH FASA SATU,
68100 BATU CAVES, SELANGOR
",68100,GOMBAK,Tiada maklumat,Tiada maklumat
SELANGOR,SURAU ZOLKIFLI AL-ANSAR,"
JALAN TRJ SATU, 
TAMAN RAHMAT JAYA, KUNDANG,
48050 RAWANG, 
SELANGOR DARUL EHSAN
",48050,GOMBAK,Tiada maklumat,Tiada maklumat
SELANGOR,SURAU AT-TAQWA,"
JALAN UP3/1, TAMAN UKAY PERDANA, 
68000 AMPANG, 
SELANGOR 
",68000,GOMBAK,Tiada maklumat,Tiada maklumat
SELANGOR,SURAU AL-RAUDHAH,"
JLN. KOTA PUTERI 5/1,
SEKSYEN 5 KOTA PUTERI,
48000 BATU ARANG, RAWANG, SELANGOR.
",48000,GOMBAK,Tiada maklumat,Tiada maklumat
SELANGOR,SURAU AN-NASIHIN,"
KAMPUNG SG. KERTAS,
68100 BATU CAVES, 
SELANGOR
",68100,GOMBAK,Tiada maklumat,Tiada maklumat
SELANGOR,SURAU KAMPUNG SUNGAI PUSU,"
KAMPUNG SUNGAI PUSU, GOMBAK,
53100 KUALA LUMPUR
",53100,GOMBAK,Tiada maklumat,Tiada maklumat
SELANGOR,SURAU AN-NUR,"
KOMPLEKS PENJARA SG. BULOH,
47000 SG. BULOH, 
SELANGOR DARUL EHSAN
",47000,GOMBAK,Tiada maklumat,Tiada maklumat
SELANGOR,SURAU AL-AKHYAR,"
LOT 314, JALAN TEMPLER SUASANA 1,
TEMPLER SUASANA, TEMPLER PARK RESORT, 48000 RAWANG, SELANGOR
",48000,GOMBAK,Tiada maklumat,Tiada maklumat
