NEGERI,SURAU,ALAMAT,POSKOD,DAERAH,NO. TELEFON,NO. FAKSIMILI
SELANGOR,SURAU AL-IKHWAN,"
LOT 9337, JALAN SAMUDRA UTARA 9, TAMAN SAMUDRA,
68100 BATU CAVES, 
SELANGOR DARUL EHSAN
",68100,GOMBAK,Tiada maklumat,Tiada maklumat
SELANGOR,SURAU KRAFTANGAN MALAYSIA,"
NO. 1, K.M. 20, JALAN IPOH Ã¢Â‚¬Â€Œ RAWANG, 
TAMAN REKREASI TEMPLER,
48000 RAWANG, SELANGOR.
",48000,GOMBAK,Tiada maklumat,Tiada maklumat
SELANGOR,SURAU BUKIT MULIA (JABAL ASYRAF) ,"
NO. PLOT 11435 & 6, JLN MULIA 1/5, 
TAMAN BUKIT MULIA, BUKIT ANTARABANGSA,
68000 AMPANG, SELANGOR.
",68000,GOMBAK,Tiada maklumat,Tiada maklumat
SELANGOR,SURAU AL-JANNAH,"
TAMAN JASA UTAMA, SG. TUA,
68100 BATU CAVES, 
SELANGOR DARUL EHSAN.
",68100,GOMBAK,Tiada maklumat,Tiada maklumat
SELANGOR,SURAU AL-MUKMIN,"
TINGKAT BAWAH, PANGSAPURI MUTIARA, 
KM 11 JLN GOMBAK,
53100 GOMBAK. SELANGOR.
",53100,GOMBAK,Tiada maklumat,Tiada maklumat
SELANGOR,SURAU NURUS SOBAH,"1 JALAN 3, TAMAN SETIA 2, 43300 BALAKONG SERI KEMBANGAN SELANGOR
",43300,HULU LANGAT,Tiada maklumat,Tiada maklumat
SELANGOR,SURAU AL-MUNIR,"19-04-05, BLOK 19, PANGSAPURI SERI INDAH, PERSIARAN LISTARI PERDANA",Tiada maklumat,PETALING,Tiada maklumat,Tiada maklumat
SELANGOR,SURAU PLATINUM AL-MAWADDAH,3 JALAN PLATINUM 7/58 SEKSYEN 7,40000,PETALING,Tiada maklumat,Tiada maklumat
SELANGOR,"SURAU AR-RAHMAN, PULAU CAREY","7B BANGKONG LADANG BARAT, PULAU CAREY,
42970 KUALA LANGAT.",42500,KUALA LANGAT,Tiada maklumat,Tiada maklumat
SELANGOR,SURAU BAITURRAHMAN,9 JLN INDAH 9/19 SEKSYEN 9 PUTRA HEIGHT,47650,PETALING,Tiada maklumat,Tiada maklumat
SELANGOR,"SURAU AL-FALAH, PUSAT SERENTI DENGKIL","AGENSI DADAH KEBANGSAAN,
KEMENTERIAN DALAM NEGERI,
KM4 JALAN BANTING,
DENGKIL.",43800,SEPANG,Tiada maklumat,Tiada maklumat
SELANGOR,BALAI ISLAM DARUL QURAN,"AMPANG PECAH
KUALA KUBU BHARU",44000,HULU SELANGOR,Tiada maklumat,Tiada maklumat
SELANGOR,SURAU AL-MADRASATUL MUHAMMADIAH,ANGKATAN KEMAJUAN MUSLIM NO. 1 JLN. 4/33,46000,PETALING,Tiada maklumat,Tiada maklumat
SELANGOR,"ABU BAKAR ALI BASHAH, BKT SENTOSA","APARTMENT KENANGA, TAMAN BUNGA RAYA, BUKIT BERUNTUNG, 48300 RAWANG, SELANGOR",48300,HULU SELANGOR,Tiada maklumat,Tiada maklumat
SELANGOR,"ABU OTHMAN ALI BASHAH, BKT SENTOSA","APARTMENT TERATAI, 
TAMAN BUNGA RAYA, 48300 RAWANG, SELANGOR",48300,HULU SELANGOR,Tiada maklumat,Tiada maklumat
SELANGOR,SURAU AL-IKHWAN,BANDAR BARU SUNGAI BULOH,47000,PETALING,Tiada maklumat,Tiada maklumat
SELANGOR,SURAU AL- HUSNA,"BANDAR BOTANIC,
 JALAN PALMA RAJA 3/ KS6,
BANDAR BOTANIC, 41200
KLANG",41200,KLANG,Tiada maklumat,Tiada maklumat
SELANGOR,"SURAU AL-HIDAYAH BSP, KG JENJAROM","BANDAR SAUJANA PUTRA, JENJAROM, 42610 KUALA LANGAT, SELANGOR",42600,KUALA LANGAT,Tiada maklumat,Tiada maklumat
SELANGOR,SURAU AT-TAQWA,"BATALION 4, 
PASUKAN GERAKAN AM (PGA), 
KEM SEMENYIH,
SEMENYIH",43000,HULU LANGAT,019-2114400,Tiada maklumat
SELANGOR,SURAU AL-FALAH,"BLOK M15-102, PESIARAN PANDAN 7 PANDAN JAYA 56100 AMPANG KUALA LUMPUR
",56100,HULU LANGAT,Tiada maklumat,Tiada maklumat
SELANGOR,"SURAU AN-NUR, SG MANGGIS","D / A NO. 47, JLN. SURIA 1A/11, BANDAR BARU BROOKLANDS, 42700 BANTING,
KUALA LANGAT.",42700,KUALA LANGAT,Tiada maklumat,Tiada maklumat
SELANGOR,SURAU AL- HIDAYAH,"D/A NO 3, JALAN BATU NILAM 7,
BANDAR BUKIT TINGGI,
41200 KLANG",41200,KLANG,Tiada maklumat,Tiada maklumat
SELANGOR,SURAU AN-NUR,"D/A: PEJABAT AGAMA PENGKALAN TUDM SUBANG JAYA, 40000 SHAH ALAM",40000,PETALING,Tiada maklumat,Tiada maklumat
SELANGOR,SURAU NURUR RAHMAH,DATARAN TAPAK PASAR TANI KAMPUNG MELAYU SUBANG,40150,PETALING,Tiada maklumat,Tiada maklumat
SELANGOR,"SURAU UITM,DENGKIL",DENGKIL,Tiada maklumat,SEPANG,Tiada maklumat,Tiada maklumat
SELANGOR,"SURAU AL-MUJAHIDIN	","DESA SURADA, SEKSYEN 8, 43650 BANDAR BARU BANGI SELANGOR
",43650,HULU LANGAT,Tiada maklumat,Tiada maklumat
SELANGOR,SURAU UITM KAMPUS PUNCAK ALAM,"DEWAN MAKAN KOMPLEKS KEMUDAHAN PELAJAR KOLEJ ANGSANA, UITM KAMPUS",Tiada maklumat,PETALING,Tiada maklumat,Tiada maklumat
SELANGOR,SURAU NURUL IKHLAS,"F-1-18, PANGSAPURI PUTRA PERMAI SELESA PUSAT BANDAR PUTRA PERMAI",Tiada maklumat,PETALING,Tiada maklumat,Tiada maklumat
SELANGOR,SURAU AN-NAJAH,"GERMAN-MALAYSIAN INSTITUTE JALAN ILMIAH TAMAN UNIVERSITI 43000 KAJANG SELANGOR
",43000,HULU LANGAT,Tiada maklumat,Tiada maklumat
SELANGOR,SURAU KHALID AL-WALID,"IBU PEJABAT POLIS KONTINJEN SELANGOR, POLIS DIRAJA MALAYSIA",Tiada maklumat,PETALING,Tiada maklumat,Tiada maklumat
SELANGOR,SURAU AL-IKHLAS,"INSTITUT KEMAHIRAN DAN LATIHAN AADK,
SEPANG BEG BERKUNCI 
NO.1 MUKIM DENGKIL,
DENGKIL,SEPANG.",43800,SEPANG,Tiada maklumat,Tiada maklumat
SELANGOR,SURAU AS-SYAKIRIN,"INSTITUT KEMAHIRAN TINGGI BELIA NEGARA SELANGOR,
SEPANG.",43900,SEPANG,Tiada maklumat,Tiada maklumat
SELANGOR,SURAU AL-HIDAYAH PLPP BANGI,"JABATAN KEBAJIKAN MASYARAKAT,
JALAN SUNGAI MERAB,
KAJANG.",43000,SEPANG,Tiada maklumat,Tiada maklumat
SELANGOR,SURAU PUSAT ISLAM,"JABATAN PENGAJIAN AM, POLITEKNIK SHAH ALAM, PERSIARAN USAHAWAN SEK. U1, 40150 SHAH ALAM",40150,PETALING,Tiada maklumat,Tiada maklumat
SELANGOR,SURAU NURUS SAADAH,"JALAN 1, TAMAN MERU 4, JALAN TAP 42202 KAPAR",42202,KLANG,Tiada maklumat,Tiada maklumat
SELANGOR,SURAU AL- FAIZIN,"JALAN 10A/KU7
TAMAN SG KAPAR INDAH
SEMENTA KLANG",42200,KLANG,Tiada maklumat,Tiada maklumat
SELANGOR,SURAU AN-NUR,"JALAN 11, TAMAN SRI TANJUNG,
SEMENYIH,",43500,HULU LANGAT,012-2041437,Tiada maklumat
SELANGOR,SURAU ISTIQAMAH,"JALAN 2A, 
TAMAN ANGKASA INDAH, 
KAJANG 
",43000,HULU LANGAT,013-2062992,Tiada maklumat
SELANGOR,"SURAU JENARIS	","JALAN 3 DESA SRI JENARIS SG KANTAN 43000 KAJANG SELANGOR
",43000,HULU LANGAT,Tiada maklumat,Tiada maklumat
SELANGOR,SURAU BANGI PERDANA,"JALAN 3/13, BANGI PERDANA
SEKSYEN 3 TAMBAHAN
BANDAR BARU BANGI",43650,HULU LANGAT,Tiada maklumat,Tiada maklumat
SELANGOR,SURAU AL-EHSAN,"JALAN 3/2, TAMAN SRI HANECO 
SEMENYIH 
",43500,HULU LANGAT,014-3303608,Tiada maklumat
SELANGOR,SURAU AL-SOBAH,"JALAN 3/4 SEKSYEN 3  43650 BDR BARU BANGI SELANGOR
",43650,HULU LANGAT,Tiada maklumat,Tiada maklumat
SELANGOR,SURAU  AL-AMIRIN,"JALAN 4/9C, SEKSYEN 4, 
BANDAR BARU BANGI, 
",43650,HULU LANGAT,019-3372790,Tiada maklumat
SELANGOR,SURAU AL-HIDAYAH,"JALAN 5,TAMAN WEST COUNTRY , SEKSYEN 5, 43000 KAJANG,SELANGOR
",43000,HULU LANGAT,Tiada maklumat,Tiada maklumat
SELANGOR,SURAU TAMAN SELAYANG,"JALAN 6, TAMAN SELAYANG,
68100 BATU CAVES, 
SELANGOR
",68100,GOMBAK,Tiada maklumat,Tiada maklumat
SELANGOR,SURAU AL-AMIN,"JALAN 8, SEKSYEN 8,
BANDAR BARU BANGI ",43650,HULU LANGAT,Tiada maklumat,Tiada maklumat
SELANGOR,"AL-KHAIRIAH ADENIUM 4, BKT SENTOSA","JALAN ADENIUM 4,
BANDAR BUKIT BERUNTUNG",48300,HULU SELANGOR,Tiada maklumat,Tiada maklumat
SELANGOR,"AL-FAAIZEEN, BKT SENTOSA","JALAN ANGGERIK 1, PRIMA BERUNTUNG
BUKIT BERUNTUNG
",48300,HULU SELANGOR,Tiada maklumat,Tiada maklumat
SELANGOR,SURAU AL-FIRDAUS,"JALAN ANGGERIK NERVILLIA, 31/166
KOTA KEMUNING,
40460 SHAH ALAM, SELANGOR",40460,KLANG,Tiada maklumat,Tiada maklumat
SELANGOR,"AL-MUHAJIRIN, BKT SENTOSA","JALAN ANGGERIK, SEKSYEN BB 4
BANDAR BUKIT BERUNTUNG
RAWANG
",48300,HULU SELANGOR,Tiada maklumat,Tiada maklumat
SELANGOR,SURAU AL Ã¢Â‚¬Â€Œ ISLAH,"JALAN AU2A/18, TAMAN SERI KERAMAT, 54200 KUALA LUMPUR",Tiada maklumat,GOMBAK,Tiada maklumat,Tiada maklumat
SELANGOR,SURAU SEKOLAH MENENGAH TEKNIK KLANG,"JALAN BATU UNJUR,
41200 KLANG",41200,KLANG,Tiada maklumat,Tiada maklumat
SELANGOR,SURAU KIYAI HJ RIDZWAN,"JALAN BELIMBING, MERU,
42200 KAPAR,
SELANGOR DARUL EHSAN
",42200,KLANG,Tiada maklumat,Tiada maklumat
SELANGOR,SURAU AL-IKHLAS,"JALAN BERJAYA 5, TAMAN BERJAYA SG CHUA 43000 KAJANG SELANGOR
",43000,HULU LANGAT,Tiada maklumat,Tiada maklumat
SELANGOR,SURAU AL-RAUDHAH,"JALAN BM 5/31 SEKSYEN 5 BANDAR BUKIT MAHKOTA 43000 KAJANG SELANGOR
",43000,HULU LANGAT,Tiada maklumat,Tiada maklumat
SELANGOR,SURAU AL-ANSOR,JALAN BUNGA KENANGA 2/1 SEKSYEN 2,40000,PETALING,Tiada maklumat,Tiada maklumat
SELANGOR,SURAU AS-SALAM,"JALAN CAMAR 4/1 GUGUSAN SEMARAK, 4/1 SEKSYEN 4",Tiada maklumat,PETALING,Tiada maklumat,Tiada maklumat
SELANGOR,SURAU TAMAN IMPIAN EHSAN,"JALAN CENGAL 1 TAMAN IMPIAN EHSAN BALAKONG 43300  SERI KEMBANGAN
",43300,HULU LANGAT,Tiada maklumat,Tiada maklumat
SELANGOR,SURAU HJ MUSRAN,"JALAN HJ MUSRAN, RANTAU PANJANG, 42100 KLANG",42100,KLANG,Tiada maklumat,Tiada maklumat
SELANGOR,SURAU MUSTAQIMAH,"JALAN INDAH 15,TMN CHERAS INDAH 56100 K.LUMPUR
",56100,HULU LANGAT,Tiada maklumat,Tiada maklumat
SELANGOR,SURAU AL-HIDAYAH,"JALAN INDAH 7,
KG. SELAYANG INDAH,
68100 BATU CAVES",68100,GOMBAK,Tiada maklumat,Tiada maklumat
SELANGOR,SURAU TAMAN JASMIN,"JALAN JASMIN 23 TAMAN JASMIN 43000 KAJANG SELANGOR
",43000,HULU LANGAT,Tiada maklumat,Tiada maklumat
SELANGOR,SURAU AL-HIDAYAH,"JALAN KELISA 1, BT 18, KG SG TANGKAS 43000 KAJANG, SELANGOR
",43000,HULU LANGAT,Tiada maklumat,Tiada maklumat
SELANGOR,SURAU NURUL HIDAYAH,"JALAN KEMACAHAYA 8 TAMAN KEMACAHAYA 43100 HULU LANGAT SELANGOR
",43100,HULU LANGAT,Tiada maklumat,Tiada maklumat
SELANGOR,"SURAU RAUDHATUL MUTTAQIN, BANTING","JALAN KEMUNING 5, TAMAN KEMUNING, 42700 BANTING SELANGOR",42700,KUALA LANGAT,Tiada maklumat,Tiada maklumat
SELANGOR,SURAU RAUDATUL JANNAH,"JALAN KENANGA,TAMAN PERTAMA",45200,SABAK BERNAM,Tiada maklumat,Tiada maklumat
SELANGOR,SURAU AR-RAYYAN,JALAN KRISTAL 7/74 SEKSYEN 7,40000,PETALING,Tiada maklumat,Tiada maklumat
SELANGOR,SURAU SAIYIDINA ABU BAKAR AL-SIDDIQ,"JALAN LEP 4/1 SEKSYEN 4, TAMAN LESTARI PUTRA, BANDAR PUTRA PERMAI",Tiada maklumat,PETALING,Tiada maklumat,Tiada maklumat
SELANGOR,SURAU AL-HUSNA,JALAN MEDAN 23 TAMAN MEDAN BARU,46000,PETALING,Tiada maklumat,Tiada maklumat
SELANGOR,"AL-IKHLAS MELATISARI, SG. BUAYA","JALAN MELATISARI 3D/2
BANDAR SG. BUAYA
48010 RAWANG
SELANGOR.",48010,HULU SELANGOR,Tiada maklumat,Tiada maklumat
SELANGOR,SURAU AN-NAJAH,"JALAN MEMANDA 11
TAMAN DATOÃ¢Â‚¬Â„¢ AHMAD RAZALI
AMPANG
",68000,HULU LANGAT,Tiada maklumat,Tiada maklumat
SELANGOR,SURAU RAUDHATUL  MAWADDAH,"JALAN MESRA 2, TAMAN MESRA, 
KAJANG
",43000,HULU LANGAT,019-3844662,Tiada maklumat
SELANGOR,SURAU MUHIBBAH,"JALAN MUHIBBAH
TAMAN MUHIBAH 
KAJANG
",43000,HULU LANGAT,013-2169901,Tiada maklumat
SELANGOR,SURAU  DARUSSALAM,"JALAN NIRWANA 12, 
TAMAN NIRWANA, FASA ,1 

",68000,HULU LANGAT,019-6000839,Tiada maklumat
SELANGOR,SURAU AL-HILAL,"JALAN PANDAN INDAH 5 PANDAN JAYA 55100 CHERAS KUALA LUMPUR
",55100,HULU LANGAT,Tiada maklumat,Tiada maklumat
SELANGOR,SURAU  AL-MUTMAINNAH,"JALAN PERDANA 8/1, 
TAMAN PANDAN PERDANA 

",55100,HULU LANGAT,012-2233774,Tiada maklumat
SELANGOR,SURAU AN-NUR,"JALAN PERSIARAN TKP,
TAMAN KANTAN PERMAI
KAJANG
",43000,HULU LANGAT,012-3644488,Tiada maklumat
SELANGOR,SURAU AHMAD RAZALI,"JALAN PJU8/8 FLORA DAMANSARA, BANDAR DAMANSARA PERDANA , 47820",47820,PETALING,Tiada maklumat,Tiada maklumat
SELANGOR,SURAU AS SYAKIRIN,"JALAN PUTRA 6/1, SEKSYEN 1, BANDAR. MAHKOTA CHERAS, 43200 CHERAS SELANGOR

KARIAH MASJID TAMAN RAKAN
",43200,HULU LANGAT,Tiada maklumat,Tiada maklumat
SELANGOR,SURAU AL-KAUTSAR,"JALAN SAMA GAGAH 18, TAMAN TELOK GADONG INDAH 42000 PELABUHAN KLANG",42000,KLANG,Tiada maklumat,Tiada maklumat
SELANGOR,SURAU AL-MUHAJIRIN,"JALAN SEKSYEN 3/21 KAJANG UTAMA 43000 KAJANG SELANGOR
",43000,HULU LANGAT,Tiada maklumat,Tiada maklumat
SELANGOR,SURAU LUQMAN AL-HAKIM,"JALAN SETIA U13/4S, SETIA IMPIAN",40170,PETALING,Tiada maklumat,Tiada maklumat
SELANGOR,SURAU AL-HIDAYAH,"JALAN SP 7A, TAMAN SRI PUCHONG 47100 PUCHONG",47100,PETALING,Tiada maklumat,Tiada maklumat
SELANGOR,MADRASAH AL-IKHLAS,JALAN SS 3/47-49 KELANA JAYA,47310,PETALING,Tiada maklumat,Tiada maklumat
SELANGOR,SURAU MADRASAH AL-IKHLAS,"JALAN SS 3/47-49, KELANA JAYA, 47310 PETALING JAYA",47310,PETALING,Tiada maklumat,Tiada maklumat
SELANGOR,SURAU AL-EHSAN,"JALAN SS 4A/4, KELANA JAYA, 47310 PETALING JAYA",47310,PETALING,Tiada maklumat,Tiada maklumat
SELANGOR,MADRASAH PERSAUDARAAN ISLAM,"JALAN SS 4B/11 KELANA JAYA, 47301 PETALING JAYA",47301,PETALING,Tiada maklumat,Tiada maklumat
SELANGOR,MADRASATUL ISLAMIAH,"JALAN SS 8/8A KELANA JAYA, 47300 PETALING JAYA",47300,PETALING,Tiada maklumat,Tiada maklumat
SELANGOR,SURAU AS-SIDDIQ,"JALAN SUADAMAI 9/1 BANDAR TUN HUSSEIN ONN 43200 CHERAS SELANGOR
",43200,HULU LANGAT,Tiada maklumat,Tiada maklumat
SELANGOR,ALÃ¢Â‚¬Â€Œ FALAH (WAL FAIZIN) ,"JALAN TELUK PULAI, 
41100 KLANG,
SELANGOR DARUL EHSAN
",41100,KLANG,Tiada maklumat,Tiada maklumat
SELANGOR,"AL-BAYAN, BKT SENTOSA","JALAN TERATAI,
BUKIT BERUNTUNG.",48300,HULU SELANGOR,Tiada maklumat,Tiada maklumat
SELANGOR,SURAU AL-TAQWA,"JALAN TKC 2/3, TMN KOTA CHERAS FASA 2 43200 BT 9 CHERAS SELANGOR
",43200,HULU LANGAT,Tiada maklumat,Tiada maklumat
SELANGOR,SURAU  YUSUF AL-AMIN,"JLN CEMARA 1, TMN BUKIT SEGAR, 
CHERAS HARTAMAS,",56100,HULU LANGAT,012-3719348,Tiada maklumat
SELANGOR,SURAU AL-KAUTHAR,"JLN KESUMA 7/13 FASA 3C BDR TASIK KESUMA 43700 BERANANG
",43700,HULU LANGAT,Tiada maklumat,Tiada maklumat
SELANGOR,SURAU AN-NUR,JLN KIJANG 2 20/5B SEK20,40300,PETALING,Tiada maklumat,Tiada maklumat
SELANGOR,SURAU AR-RAUDHAH,"JLN MATAHARI U5/102 TAMAN NUSA SUBANG, SEKSYEN 5",Tiada maklumat,PETALING,Tiada maklumat,Tiada maklumat
SELANGOR,"SURAU AL-AMIN	","JLN SUASANA 3/3 BANDAR TUN HUSSEIN ONN 43200 CHERAS
",43200,HULU LANGAT,Tiada maklumat,Tiada maklumat
SELANGOR,SURAU NURUL HIDAYAH,JLN. JURUTERA KAMPUNG SERI AMAN BATU 13 JLN. KLANG LAMA,Tiada maklumat,PETALING,Tiada maklumat,Tiada maklumat
SELANGOR,SURAU AN-NUR,"JLN. KIJANG 2 20/5B, SEK. 20, 40300 SHAH ALAM",40300,PETALING,Tiada maklumat,Tiada maklumat
SELANGOR,SURAU AL-ISLAH,JLN. PALADIUM TIGA 7/33C SEK7,40000,PETALING,Tiada maklumat,Tiada maklumat
SELANGOR,SURAU AL-BUKHARI,JLN. PJS 7/13 BANDAR SUNWAY ,46150,PETALING,Tiada maklumat,Tiada maklumat
SELANGOR,SURAU DARUL HIDAYAH,JLN. PJU 1A/42 TAMAN PUTRA DAMAI LEMBAH SUBANG,47301,PETALING,Tiada maklumat,Tiada maklumat
SELANGOR,SURAU AL-FIRDAUS,"KAMPUNG ATAP, JALAN RAYA BARAT,
41000 KLANG.",Tiada maklumat,KLANG,Tiada maklumat,Tiada maklumat
SELANGOR,SURAU RAHMAN,"KAMPUNG BAGAN LALANG,SUNGAI PELEK",Tiada maklumat,SEPANG,Tiada maklumat,Tiada maklumat
SELANGOR,SURAU HIDAYATUL ISLAMIAH,"KAMPUNG BARU HICOM, SEKSYEN 26",40150,PETALING,Tiada maklumat,Tiada maklumat
SELANGOR,SURAU  AL-FALAH,"KAMPUNG BUKIT DUKONG, 
BATU 12  JALAN CHERAS, 
KAJANG, 
",43000,HULU LANGAT,019-3815186,Tiada maklumat
SELANGOR,SURAU NURUL IMAN,"KAMPUNG LOMBONG ,
BATU 7 JALAN KEBUN,
42450 KLANG",42450,KLANG,Tiada maklumat,Tiada maklumat
SELANGOR,SURAU ZAHIDIAH,"KAMPUNG MELAYU,
BATU 13,
47000 SUNGAI BULOH",47000,GOMBAK,Tiada maklumat,Tiada maklumat
SELANGOR,SURAU TAZKIAH,KAMPUNG SALAK TINGGI,Tiada maklumat,SEPANG,Tiada maklumat,Tiada maklumat
SELANGOR,SURAU NURUL FALAH,"KAMPUNG SG. SIREH TAMBAHAN,
42000 PELABUHAN KLANG.",Tiada maklumat,KLANG,Tiada maklumat,Tiada maklumat
SELANGOR,SURAU AL-IKHLAS,"KAMPUNG SUNGAI PURUN,
BATU 1, JALAN BANGI, 
SEMENYIH
",43500,HULU LANGAT,012-3727746,Tiada maklumat
SELANGOR,SURAU AL-ISLAMIAH,"KG TASIK PERMAI 68000 AMPANG SELANGOR
",68000,HULU LANGAT,Tiada maklumat,Tiada maklumat
SELANGOR,"SURAU AL-IBTIDAÃ¢Â‚¬Â„¢IAH,","KG. BENDAHARA, SG. TUA BARU,
68100 BATU CAVES, 
SELANGOR
",68100,GOMBAK,Tiada maklumat,Tiada maklumat
SELANGOR,"SURAU AN-NUR LADANG BATU, KG BATU LAUT","KG. LADANG BATU, TANJUNG SEPAT, 42800  KUALA LANGAT.",42700,KUALA LANGAT,Tiada maklumat,Tiada maklumat
SELANGOR,SURAU AL-ISTIQOMAH,"KG. SERI LANGKAS TAMBAHAN, 47100 PUCHONG",47100,PETALING,Tiada maklumat,Tiada maklumat
SELANGOR,"SURAU RIYADUS SOLIHIN	","KOLEJ KEMAHIRAN TINGGI MARA BERANANG,  LOT 2333 JALAN KAJANG-SEREMBAN 43700 BERANANG
",43700,HULU LANGAT,Tiada maklumat,Tiada maklumat
SELANGOR,"SURAU AN-NUR KMB, KG BUKIT CHANGGANG","KOLEJ MARA BANTING,
KG. BUKIT CHANGGANG,
42700 BANTING,
KUALA LANGAT.",42700,KUALA LANGAT,Tiada maklumat,Tiada maklumat
SELANGOR,"SURAU AS-SUFI KMS, SERI JUGRA",KOLEJ MATRIKULASI SELANGOR,42700,KUALA LANGAT,Tiada maklumat,Tiada maklumat
SELANGOR,SURAU MAAHAD AL-AMIN,"KOMPLEKS 3C, JALAN PJS 11/2
46150 BANDAR SUNWAY
PETALING JAYA",46150,PETALING,Tiada maklumat,Tiada maklumat
SELANGOR,SURAU PUSAT MUKTAMAR MAS KARGO KLIA,"KOMPLEKS KLIA,
SEPANG.",64000,SEPANG,Tiada maklumat,Tiada maklumat
SELANGOR,"KOLEJ  YAYASAN UEM, KERLING","LEMBAH BERINGIN, KERLING,
44100 HULU SELANGOR,
SELANGOR.",44100,HULU SELANGOR,Tiada maklumat,Tiada maklumat
SELANGOR,SURAU EHSANIAH,"LEMBAH JAYA UTARA 68000 AMPANG  SELANGOR
",68000,HULU LANGAT,Tiada maklumat,Tiada maklumat
SELANGOR,SURAU AMPANG SAUJANA,"LORONG 46173,
TAMAN AMPANG SAUJANA,
AMPANG, 
",68000,HULU LANGAT,017-3804563,Tiada maklumat
SELANGOR,SURAU AL-FALAH,"LORONG 6A/6, SEKSYEN 16,  43650 BANDAR BARU BANGI, SELANGOR
",43650,HULU LANGAT,Tiada maklumat,Tiada maklumat
SELANGOR,SURAU NURUL HIDAYAH,LORONG BERLIAN 1 JLN. BATU 3,40000,PETALING,Tiada maklumat,Tiada maklumat
SELANGOR,SURAU AN- NUR,"LORONG PENDING 2B, BANDAR PUTERI, 41200 KLANG",41200,KLANG,Tiada maklumat,Tiada maklumat
